Brand,Items,Variant,Subcategories,Indicator,Score,Mentions,CoreIndicator,Polarization,Reason,Evaluated_At
蘭蔻,IDOLE唯我香水,,香水,擴散度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,IDOLE唯我香水,,香水,場景百搭度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,IDOLE唯我香水,,香水,噴頭瓶身設計,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,IDOLE唯我香水,,香水,低酒精/無刺鼻感,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,慾望巴黎暮光淡香水,,淡香水,香精濃度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,慾望巴黎暮光淡香水,,淡香水,持香度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,慾望巴黎暮光淡香水,,淡香水,香味層次銜接流暢度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,慾望巴黎暮光淡香水,,淡香水,原料品質,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,慾望巴黎暮光淡香水,,淡香水,擴散度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,慾望巴黎暮光淡香水,,淡香水,場景百搭度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,慾望巴黎暮光淡香水,,淡香水,噴頭瓶身設計,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,慾望巴黎暮光淡香水,,淡香水,低酒精/無刺鼻感,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,Miss Dior花漾迪奧淡香水,,淡香水,香精濃度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,Miss Dior花漾迪奧淡香水,,淡香水,持香度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,Miss Dior花漾迪奧淡香水,,淡香水,香味層次銜接流暢度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,Miss Dior花漾迪奧淡香水,,淡香水,原料品質,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,Miss Dior花漾迪奧淡香水,,淡香水,擴散度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,Miss Dior花漾迪奧淡香水,,淡香水,場景百搭度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,Miss Dior花漾迪奧淡香水,,淡香水,噴頭瓶身設計,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,Miss Dior花漾迪奧淡香水,,淡香水,低酒精/無刺鼻感,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
CHANEL,香奈兒N°5淡香水,,淡香水,香精濃度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
CHANEL,香奈兒N°5淡香水,,淡香水,持香度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
CHANEL,香奈兒N°5淡香水,,淡香水,香味層次銜接流暢度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
CHANEL,香奈兒N°5淡香水,,淡香水,原料品質,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
CHANEL,香奈兒N°5淡香水,,淡香水,擴散度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
CHANEL,香奈兒N°5淡香水,,淡香水,場景百搭度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
CHANEL,香奈兒N°5淡香水,,淡香水,噴頭瓶身設計,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
CHANEL,香奈兒N°5淡香水,,淡香水,低酒精/無刺鼻感,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,IDOLE唯我淡香水,,淡香水,香精濃度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,IDOLE唯我淡香水,,淡香水,持香度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,IDOLE唯我淡香水,,淡香水,香味層次銜接流暢度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,IDOLE唯我淡香水,,淡香水,原料品質,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,IDOLE唯我淡香水,,淡香水,擴散度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,IDOLE唯我淡香水,,淡香水,場景百搭度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,IDOLE唯我淡香水,,淡香水,噴頭瓶身設計,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,IDOLE唯我淡香水,,淡香水,低酒精/無刺鼻感,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,MYSLF 香精,,香精,香精濃度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,MYSLF 香精,,香精,持香度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,MYSLF 香精,,香精,香味層次銜接流暢度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,MYSLF 香精,,香精,原料品質,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,MYSLF 香精,,香精,擴散度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,MYSLF 香精,,香精,場景百搭度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,MYSLF 香精,,香精,噴頭瓶身設計,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,MYSLF 香精,,香精,低酒精/無刺鼻感,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,J'adore 花蘊香精,,香精,香精濃度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,J'adore 花蘊香精,,香精,持香度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,J'adore 花蘊香精,,香精,香味層次銜接流暢度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,J'adore 花蘊香精,,香精,原料品質,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,J'adore 花蘊香精,,香精,擴散度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,J'adore 花蘊香精,,香精,場景百搭度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,J'adore 花蘊香精,,香精,噴頭瓶身設計,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,J'adore 花蘊香精,,香精,低酒精/無刺鼻感,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,自由不羈淡香精,,淡香精,香精濃度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,自由不羈淡香精,,淡香精,持香度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,自由不羈淡香精,,淡香精,香味層次銜接流暢度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,自由不羈淡香精,,淡香精,原料品質,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,自由不羈淡香精,,淡香精,擴散度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,自由不羈淡香精,,淡香精,場景百搭度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,自由不羈淡香精,,淡香精,噴頭瓶身設計,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
YSL,自由不羈淡香精,,淡香精,低酒精/無刺鼻感,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,迪奧香氛世家系列,,淡香精,香精濃度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,迪奧香氛世家系列,,淡香精,持香度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,迪奧香氛世家系列,,淡香精,香味層次銜接流暢度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,迪奧香氛世家系列,,淡香精,原料品質,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,迪奧香氛世家系列,,淡香精,擴散度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,迪奧香氛世家系列,,淡香精,場景百搭度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,迪奧香氛世家系列,,淡香精,噴頭瓶身設計,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
DIOR,迪奧香氛世家系列,,淡香精,低酒精/無刺鼻感,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
雅詩蘭黛,Pleasures 歡沁香水,,淡香精,香精濃度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
雅詩蘭黛,Pleasures 歡沁香水,,淡香精,持香度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
雅詩蘭黛,Pleasures 歡沁香水,,淡香精,香味層次銜接流暢度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
雅詩蘭黛,Pleasures 歡沁香水,,淡香精,原料品質,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
雅詩蘭黛,Pleasures 歡沁香水,,淡香精,擴散度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
雅詩蘭黛,Pleasures 歡沁香水,,淡香精,場景百搭度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
雅詩蘭黛,Pleasures 歡沁香水,,淡香精,噴頭瓶身設計,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
雅詩蘭黛,Pleasures 歡沁香水,,淡香精,低酒精/無刺鼻感,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,絕對完美玫瑰臻萃淡香精,,淡香精,香精濃度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,絕對完美玫瑰臻萃淡香精,,淡香精,持香度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,絕對完美玫瑰臻萃淡香精,,淡香精,香味層次銜接流暢度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,絕對完美玫瑰臻萃淡香精,,淡香精,原料品質,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,絕對完美玫瑰臻萃淡香精,,淡香精,擴散度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,絕對完美玫瑰臻萃淡香精,,淡香精,場景百搭度,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,絕對完美玫瑰臻萃淡香精,,淡香精,噴頭瓶身設計,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
蘭蔻,絕對完美玫瑰臻萃淡香精,,淡香精,低酒精/無刺鼻感,,0,False,False,尚未有足夠的爬蟲評論資料,2026-07-03 16:28:29
植村秀,無極限超持久輕粉底 SPF25 PA+++,,粉底液,遮瑕力,3.8,1,True,False,⚠️ 樣本僅 2 則，參考性有限,2026-07-07 16:07:35
植村秀,無極限超持久輕粉底 SPF25 PA+++,,粉底液,保濕度,4.13,3,False,False,,2026-07-07 16:07:35
植村秀,無極限超持久輕粉底 SPF25 PA+++,,粉底液,控油力,4.31,3,False,False,,2026-07-07 16:07:35
植村秀,無極限超持久輕粉底 SPF25 PA+++,,粉底液,持妝度,4.17,15,True,False,核心指標 ×1.3,2026-07-07 16:07:35
植村秀,無極限超持久輕粉底 SPF25 PA+++,,粉底液,輕透度,4.24,11,False,False,,2026-07-07 16:07:35
植村秀,無極限超持久輕粉底 SPF25 PA+++,,粉底液,厚重度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
植村秀,無極限超持久輕粉底 SPF25 PA+++,,粉底液,服貼度,3.87,11,True,False,核心指標 ×1.3,2026-07-07 16:07:35
植村秀,無極限超持久輕粉底 SPF25 PA+++,,粉底液,防水抗汗,3.8,1,False,False,⚠️ 樣本僅 2 則，參考性有限,2026-07-07 16:07:35
植村秀,無極限超持久輕粉底 SPF25 PA+++,,粉底液,光澤度,4.3,1,False,False,⚠️ 樣本僅 2 則，參考性有限,2026-07-07 16:07:35
植村秀,無極限超持久輕粉底 SPF25 PA+++,,粉底液,成膜度,2.4,1,False,False,⚠️ 樣本僅 2 則，參考性有限,2026-07-07 16:07:35
植村秀,無極限超持久輕粉底 SPF25 PA+++,,粉底液,綜合評分,3.9,,,,排除 1 則業配/疑似業配、0 則商品不符,2026-07-07 16:07:35
資生堂,超進化光感緊緻粉底N,,粉底液,遮瑕力,,0,True,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
資生堂,超進化光感緊緻粉底N,,粉底液,保濕度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
資生堂,超進化光感緊緻粉底N,,粉底液,控油力,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
資生堂,超進化光感緊緻粉底N,,粉底液,持妝度,,0,True,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
資生堂,超進化光感緊緻粉底N,,粉底液,輕透度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
資生堂,超進化光感緊緻粉底N,,粉底液,厚重度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
資生堂,超進化光感緊緻粉底N,,粉底液,服貼度,,0,True,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
資生堂,超進化光感緊緻粉底N,,粉底液,防水抗汗,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
資生堂,超進化光感緊緻粉底N,,粉底液,光澤度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
資生堂,超進化光感緊緻粉底N,,粉底液,成膜度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
M.A.C,超持妝濾鏡粉底液SPF25/PA++,,粉底液,遮瑕力,4.29,10,True,False,核心指標 ×1.3,2026-07-07 16:07:35
M.A.C,超持妝濾鏡粉底液SPF25/PA++,,粉底液,保濕度,2.4,1,False,False,⚠️ 樣本僅 2 則，參考性有限,2026-07-07 16:07:35
M.A.C,超持妝濾鏡粉底液SPF25/PA++,,粉底液,控油力,4.16,8,False,False,,2026-07-07 16:07:35
M.A.C,超持妝濾鏡粉底液SPF25/PA++,,粉底液,持妝度,3.82,11,True,False,核心指標 ×1.3,2026-07-07 16:07:35
M.A.C,超持妝濾鏡粉底液SPF25/PA++,,粉底液,輕透度,4.0,5,False,False,,2026-07-07 16:07:35
M.A.C,超持妝濾鏡粉底液SPF25/PA++,,粉底液,厚重度,3.8,1,False,False,⚠️ 樣本僅 2 則，參考性有限,2026-07-07 16:07:35
M.A.C,超持妝濾鏡粉底液SPF25/PA++,,粉底液,服貼度,3.76,5,True,False,核心指標 ×1.3,2026-07-07 16:07:35
M.A.C,超持妝濾鏡粉底液SPF25/PA++,,粉底液,防水抗汗,3.8,1,False,False,⚠️ 樣本僅 2 則，參考性有限,2026-07-07 16:07:35
M.A.C,超持妝濾鏡粉底液SPF25/PA++,,粉底液,光澤度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
M.A.C,超持妝濾鏡粉底液SPF25/PA++,,粉底液,成膜度,4.05,2,False,False,⚠️ 樣本僅 2 則且評論分歧，參考性有限,2026-07-07 16:07:35
M.A.C,超持妝濾鏡粉底液SPF25/PA++,,粉底液,綜合評分,3.8,,,,排除 1 則業配/疑似業配、6 則商品不符,2026-07-07 16:07:35
YSL,恆久完美無瑕持妝粉底,,粉底液,遮瑕力,4.22,9,True,False,核心指標 ×1.3,2026-07-07 16:07:35
YSL,恆久完美無瑕持妝粉底,,粉底液,保濕度,3.92,4,False,False,,2026-07-07 16:07:35
YSL,恆久完美無瑕持妝粉底,,粉底液,控油力,4.42,4,False,False,,2026-07-07 16:07:35
YSL,恆久完美無瑕持妝粉底,,粉底液,持妝度,3.97,17,True,False,核心指標 ×1.3,2026-07-07 16:07:35
YSL,恆久完美無瑕持妝粉底,,粉底液,輕透度,4.28,12,False,False,,2026-07-07 16:07:35
YSL,恆久完美無瑕持妝粉底,,粉底液,厚重度,3.94,5,False,False,,2026-07-07 16:07:35
YSL,恆久完美無瑕持妝粉底,,粉底液,服貼度,3.97,15,True,False,核心指標 ×1.3,2026-07-07 16:07:35
YSL,恆久完美無瑕持妝粉底,,粉底液,防水抗汗,3.6,4,False,False,,2026-07-07 16:07:35
YSL,恆久完美無瑕持妝粉底,,粉底液,光澤度,3.8,5,False,False,,2026-07-07 16:07:35
YSL,恆久完美無瑕持妝粉底,,粉底液,成膜度,4.08,4,False,False,,2026-07-07 16:07:35
YSL,恆久完美無瑕持妝粉底,,粉底液,綜合評分,4.0,,,,排除 0 則業配/疑似業配、0 則商品不符,2026-07-07 16:07:35
DIOR,迪奧超完美持久柔光粉底液,,粉底液,遮瑕力,3.65,5,True,False,核心指標 ×1.3,2026-07-07 16:07:35
DIOR,迪奧超完美持久柔光粉底液,,粉底液,保濕度,3.8,16,False,False,,2026-07-07 16:07:35
DIOR,迪奧超完美持久柔光粉底液,,粉底液,控油力,4.0,10,False,False,,2026-07-07 16:07:35
DIOR,迪奧超完美持久柔光粉底液,,粉底液,持妝度,4.06,14,True,False,核心指標 ×1.3,2026-07-07 16:07:35
DIOR,迪奧超完美持久柔光粉底液,,粉底液,輕透度,3.8,1,False,False,⚠️ 樣本僅 2 則，參考性有限,2026-07-07 16:07:35
DIOR,迪奧超完美持久柔光粉底液,,粉底液,厚重度,3.8,2,False,False,⚠️ 樣本僅 2 則，參考性有限,2026-07-07 16:07:35
DIOR,迪奧超完美持久柔光粉底液,,粉底液,服貼度,3.93,7,True,False,核心指標 ×1.3,2026-07-07 16:07:35
DIOR,迪奧超完美持久柔光粉底液,,粉底液,防水抗汗,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
DIOR,迪奧超完美持久柔光粉底液,,粉底液,光澤度,3.85,9,False,False,,2026-07-07 16:07:35
DIOR,迪奧超完美持久柔光粉底液,,粉底液,成膜度,4.05,2,False,False,⚠️ 樣本僅 2 則且評論分歧，參考性有限,2026-07-07 16:07:35
DIOR,迪奧超完美持久柔光粉底液,,粉底液,綜合評分,3.9,,,,排除 0 則業配/疑似業配、0 則商品不符,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,金砖奢華,粉底液,遮瑕力,,0,True,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,金砖奢華,粉底液,保濕度,3.97,3,False,False,,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,金砖奢華,粉底液,控油力,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,金砖奢華,粉底液,持妝度,4.3,1,True,False,⚠️ 樣本僅 2 則，參考性有限,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,金砖奢華,粉底液,輕透度,4.3,1,False,False,⚠️ 樣本僅 2 則，參考性有限,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,金砖奢華,粉底液,厚重度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,金砖奢華,粉底液,服貼度,,0,True,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,金砖奢華,粉底液,防水抗汗,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,金砖奢華,粉底液,光澤度,4.37,3,False,False,,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,金砖奢華,粉底液,成膜度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,金砖奢華,粉底液,綜合評分,4.2,,,,排除 1 則業配/疑似業配、0 則商品不符,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,柔光持妝,粉底液,遮瑕力,4.52,2,True,False,⚠️ 樣本僅 2 則且評論分歧，參考性有限,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,柔光持妝,粉底液,保濕度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,柔光持妝,粉底液,控油力,3.92,4,False,False,,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,柔光持妝,粉底液,持妝度,4.32,8,True,False,核心指標 ×1.3,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,柔光持妝,粉底液,輕透度,4.3,1,False,False,⚠️ 樣本僅 2 則，參考性有限,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,柔光持妝,粉底液,厚重度,3.8,1,False,False,⚠️ 樣本僅 2 則，參考性有限,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,柔光持妝,粉底液,服貼度,4.22,5,True,False,核心指標 ×1.3,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,柔光持妝,粉底液,防水抗汗,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,柔光持妝,粉底液,光澤度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,柔光持妝,粉底液,成膜度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,柔光持妝,粉底液,綜合評分,4.2,,,,排除 0 則業配/疑似業配、0 則商品不符,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,,粉底液,遮瑕力,,0,True,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,,粉底液,保濕度,3.8,1,False,False,⚠️ 樣本僅 2 則，參考性有限 ⚠️ 有效評論樣本較少，結果僅供參考,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,,粉底液,控油力,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,,粉底液,持妝度,,0,True,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,,粉底液,輕透度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,,粉底液,厚重度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,,粉底液,服貼度,3.1,1,True,False,⚠️ 樣本僅 2 則，參考性有限 ⚠️ 有效評論樣本較少，結果僅供參考,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,,粉底液,防水抗汗,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,,粉底液,光澤度,3.1,1,False,False,⚠️ 樣本僅 2 則，參考性有限 ⚠️ 有效評論樣本較少，結果僅供參考,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,,粉底液,成膜度,,0,False,False,資料不足，評論中未提及此指標,2026-07-07 16:07:35
CHANEL,香奈兒原生美肌底妝系列,,粉底液,綜合評分,3.3,,,,排除 1 則業配/疑似業配、0 則商品不符,2026-07-07 16:07:35
MAKE UP FOREVER,HD SKIN 粉無痕平衡肌底粉底液,,粉底液,遮瑕力,3.64,3,True,False,核心指標 ×1.3,2026-07-07 16:07:35
MAKE UP FOREVER,HD SKIN 粉無痕平衡肌底粉底液,,粉底液,保濕度,3.7,5,False,False,,2026-07-07 16:07:35
MAKE UP FOREVER,HD SKIN 粉無痕平衡肌底粉底液,,粉底液,控油力,3.28,4,False,False,,2026-07-07 16:07:35
MAKE UP FOREVER,HD SKIN 粉無痕平衡肌底粉底液,,粉底液,持妝度,3.27,3,True,False,核心指標 ×1.3,2026-07-07 16:07:35
